frame,slot,state
7326,3,available
7326,4,available
7326,5,available
7326,6,occupied
7326,7,available
7326,8,available
7326,9,occupied
7326,10,occupied
7326,11,occupied
7326,12,occupied
7326,13,occupied
7326,14,occupied
7326,15,available
7326,16,occupied
7326,17,occupied
7326,18,available
7340,0,occupied
7340,1,occupied
7340,2,available
7340,3,available
7340,4,available
7340,5,available
7340,6,occupied
7340,7,available
7340,8,available
7340,9,occupied
7340,10,occupied
7340,11,occupied
7340,12,occupied
7340,13,occupied
7340,14,occupied
7340,15,available
7340,16,occupied
7340,17,occupied
7340,18,available
7361,0,occupied
7361,1,occupied
7361,2,available
7361,3,available
7361,4,available
7361,5,available
7361,6,occupied
7361,7,available
7361,8,available
7361,9,occupied
7361,10,occupied
7361,11,occupied
7361,12,occupied
7361,13,occupied
7361,14,occupied
7361,15,available
7361,16,occupied
7361,17,occupied
7361,18,available
7465,0,occupied
7465,1,occupied
7465,2,available
7465,3,available
7465,4,available
7465,5,available
7465,6,occupied
7465,7,available
7465,8,available
7465,9,occupied
7465,10,occupied
7465,11,occupied
7465,12,occupied
7465,13,occupied
7465,14,occupied
7465,15,available
7465,16,occupied
7465,17,occupied
7465,18,available
7506,0,occupied
7506,1,occupied
7506,2,available
7506,3,available
7506,4,available
7506,5,available
7506,6,occupied
7506,7,available
7506,8,available
7506,9,occupied
7506,10,occupied
7506,11,occupied
7506,12,occupied
7506,13,occupied
7506,14,occupied
7506,15,available
7506,16,occupied
7506,17,occupied
7506,18,available
7526,0,occupied
7526,1,occupied
7526,2,available
7526,3,available
7526,4,available
7526,5,available
7526,6,occupied
7526,7,available
7526,8,available
7526,9,occupied
7526,10,occupied
7526,11,occupied
7526,12,occupied
7526,13,occupied
7526,14,occupied
7526,15,available
7526,16,occupied
7526,17,occupied
7526,18,available
7536,0,occupied
7536,1,occupied
7536,2,available
7536,3,available
7536,4,available
7536,5,available
7536,6,occupied
7536,7,available
7536,8,available
7536,9,occupied
7536,10,occupied
7536,11,occupied
7536,12,occupied
7536,13,occupied
7536,14,occupied
7536,15,available
7536,16,occupied
7536,17,occupied
7536,18,available
7537,0,occupied
7537,1,occupied
7537,2,available
7537,3,available
7537,4,available
7537,5,available
7537,6,occupied
7537,7,available
7537,8,available
7537,9,occupied
7537,10,occupied
7537,11,occupied
7537,12,occupied
7537,13,occupied
7537,14,occupied
7537,15,available
7537,16,occupied
7537,17,occupied
7537,18,available
7551,0,occupied
7551,1,occupied
7551,2,available
7551,3,available
7551,4,available
7551,5,available
7551,6,occupied
7551,7,available
7551,8,available
7551,9,occupied
7551,10,occupied
7551,11,occupied
7551,12,occupied
7551,13,occupied
7551,14,occupied
7551,15,available
7551,16,occupied
7551,17,occupied
7551,18,available
7589,0,occupied
7589,1,occupied
7589,2,available
7589,3,available
7589,4,available
7589,5,available
7589,6,occupied
7589,7,available
7589,8,available
7589,9,occupied
7589,10,occupied
7589,11,occupied
7589,12,occupied
7589,13,occupied
7589,14,occupied
7589,15,available
7589,16,occupied
7589,17,occupied
7589,18,available
7594,0,occupied
7594,1,occupied
7594,2,available
7594,3,available
7594,4,available
7594,5,available
7594,6,occupied
7594,7,available
7594,8,available
7594,9,occupied
7594,10,occupied
7594,11,occupied
7594,12,occupied
7594,13,occupied
7594,14,occupied
7594,15,available
7594,16,occupied
7594,17,occupied
7594,18,available
7608,0,occupied
7608,1,occupied
7608,2,available
7608,3,available
7608,4,available
7608,5,available
7608,6,occupied
7608,7,available
7608,8,available
7608,9,occupied
7608,10,occupied
7608,11,occupied
7608,12,occupied
7608,13,occupied
7608,14,occupied
7608,15,available
7608,16,occupied
7608,17,occupied
7608,18,available
7627,0,occupied
7627,1,occupied
7627,2,available
7627,3,available
7627,4,available
7627,5,available
7627,6,occupied
7627,7,available
7627,8,available
7627,9,occupied
7627,10,occupied
7627,11,occupied
7627,12,occupied
7627,13,occupied
7627,14,occupied
7627,15,available
7627,16,occupied
7627,17,occupied
7627,18,available
7728,0,occupied
7728,1,occupied
7728,2,available
7728,3,available
7728,4,available
7728,5,available
7728,6,occupied
7728,7,available
7728,8,available
7728,9,occupied
7728,10,occupied
7728,11,occupied
7728,12,occupied
7728,13,occupied
7728,14,occupied
7728,15,available
7728,16,occupied
7728,17,occupied
7728,18,available
7792,0,occupied
7792,1,occupied
7792,2,occupied
7792,3,available
7792,4,available
7792,5,available
7792,6,occupied
7792,7,available
7792,8,available
7792,9,occupied
7792,10,occupied
7792,11,occupied
7792,12,occupied
7792,13,occupied
7792,14,occupied
7792,15,available
7792,16,occupied
7792,17,occupied
7792,18,available
7865,0,occupied
7865,1,occupied
7865,2,available
7865,3,available
7865,4,available
7865,5,available
7865,6,occupied
7865,7,available
7865,8,overlapping
7865,9,occupied
7865,10,occupied
7865,11,occupied
7865,12,occupied
7865,13,occupied
7865,14,occupied
7865,15,available
7865,16,occupied
7865,17,occupied
7865,18,available
7886,0,occupied
7886,1,occupied
7886,2,available
7886,3,available
7886,4,available
7886,5,available
7886,6,occupied
7886,7,available
7886,8,occupied
7886,9,occupied
7886,10,occupied
7886,11,occupied
7886,12,occupied
7886,13,occupied
7886,14,occupied
7886,15,available
7886,16,occupied
7886,17,occupied
7886,18,available
7937,0,occupied
7937,1,occupied
7937,2,available
7937,3,available
7937,4,available
7937,5,available
7937,6,occupied
7937,7,available
7937,8,occupied
7937,9,occupied
7937,10,occupied
7937,11,occupied
7937,12,occupied
7937,13,occupied
7937,14,occupied
7937,15,available
7937,16,occupied
7937,17,occupied
7937,18,available
7960,0,occupied
7960,1,occupied
7960,2,available
7960,3,available
7960,4,available
7960,5,available
7960,6,occupied
7960,7,available
7960,8,occupied
7960,9,occupied
7960,10,occupied
7960,11,occupied
7960,12,occupied
7960,13,occupied
7960,14,occupied
7960,15,available
7960,16,occupied
7960,17,occupied
7960,18,available
7963,0,occupied
7963,1,occupied
7963,2,available
7963,3,available
7963,4,available
7963,5,available
7963,6,occupied
7963,7,available
7963,8,occupied
7963,9,occupied
7963,10,occupied
7963,11,occupied
7963,12,occupied
7963,13,occupied
7963,14,occupied
7963,15,available
7963,16,occupied
7963,17,occupied
7963,18,available
7983,0,occupied
7983,1,occupied
7983,2,available
7983,3,available
7983,4,available
7983,5,available
7983,6,occupied
7983,7,available
7983,8,overlapping
7983,9,occupied
7983,10,occupied
7983,11,occupied
7983,12,occupied
7983,13,occupied
7983,14,occupied
7983,15,available
7983,16,occupied
7983,17,occupied
7983,18,available
7987,0,occupied
7987,1,occupied
7987,2,available
7987,3,available
7987,4,available
7987,5,available
7987,6,occupied
7987,7,available
7987,8,overlapping
7987,9,occupied
7987,10,occupied
7987,11,occupied
7987,12,occupied
7987,13,occupied
7987,14,occupied
7987,15,available
7987,16,occupied
7987,17,occupied
7987,18,available
8179,0,occupied
8179,1,occupied
8179,2,available
8179,3,available
8179,4,available
8179,5,available
8179,6,occupied
8179,7,available
8179,8,occupied
8179,9,occupied
8179,10,occupied
8179,11,occupied
8179,12,occupied
8179,13,occupied
8179,14,occupied
8179,15,available
8179,16,occupied
8179,17,occupied
8179,18,available
8197,0,occupied
8197,1,occupied
8197,2,available
8197,3,available
8197,4,available
8197,5,available
8197,6,occupied
8197,7,available
8197,8,occupied
8197,9,occupied
8197,10,occupied
8197,11,occupied
8197,12,occupied
8197,13,occupied
8197,14,occupied
8197,15,available
8197,16,occupied
8197,17,occupied
8197,18,available
8210,0,occupied
8210,1,occupied
8210,2,available
8210,3,available
8210,4,available
8210,5,available
8210,6,occupied
8210,7,available
8210,8,occupied
8210,9,occupied
8210,10,occupied
8210,11,occupied
8210,12,occupied
8210,13,occupied
8210,14,occupied
8210,15,available
8210,16,occupied
8210,17,occupied
8210,18,available
8271,0,occupied
8271,1,occupied
8271,2,available
8271,3,available
8271,4,available
8271,5,available
8271,6,occupied
8271,7,available
8271,8,occupied
8271,9,occupied
8271,10,occupied
8271,11,occupied
8271,12,occupied
8271,13,occupied
8271,14,occupied
8271,15,available
8271,16,occupied
8271,17,occupied
8271,18,available
8302,0,occupied
8302,1,occupied
8302,2,available
8302,3,available
8302,4,available
8302,5,available
8302,6,occupied
8302,7,available
8302,8,occupied
8302,9,occupied
8302,10,occupied
8302,11,occupied
8302,12,occupied
8302,13,occupied
8302,14,occupied
8302,15,available
8302,16,occupied
8302,17,occupied
8302,18,available
8305,0,occupied
8305,1,occupied
8305,2,available
8305,3,available
8305,4,available
8305,5,available
8305,6,occupied
8305,7,available
8305,8,occupied
8305,9,occupied
8305,10,occupied
8305,11,occupied
8305,12,occupied
8305,13,occupied
8305,14,occupied
8305,15,available
8305,16,occupied
8305,17,occupied
8305,18,available
8325,0,occupied
8325,1,occupied
8325,2,available
8325,3,available
8325,4,available
8325,5,available
8325,6,occupied
8325,7,available
8325,8,occupied
8325,9,occupied
8325,10,occupied
8325,11,occupied
8325,12,occupied
8325,13,occupied
8325,14,occupied
8325,15,available
8325,16,occupied
8325,17,occupied
8325,18,available
8371,0,occupied
8371,1,occupied
8371,2,available
8371,3,available
8371,4,available
8371,5,available
8371,6,occupied
8371,7,available
8371,8,occupied
8371,9,occupied
8371,10,occupied
8371,11,occupied
8371,12,occupied
8371,13,occupied
8371,14,occupied
8371,15,available
8371,16,occupied
8371,17,occupied
8371,18,available
8382,0,occupied
8382,1,occupied
8382,2,available
8382,3,available
8382,4,available
8382,5,available
8382,6,occupied
8382,7,available
8382,8,occupied
8382,9,occupied
8382,10,occupied
8382,11,occupied
8382,12,occupied
8382,13,occupied
8382,14,occupied
8382,15,available
8382,16,occupied
8382,17,occupied
8382,18,available
8394,0,occupied
8394,1,occupied
8394,2,available
8394,3,available
8394,4,available
8394,5,available
8394,6,occupied
8394,7,available
8394,8,occupied
8394,9,occupied
8394,10,occupied
8394,11,occupied
8394,12,occupied
8394,13,occupied
8394,14,occupied
8394,15,available
8394,16,occupied
8394,17,occupied
8394,18,available
8444,0,occupied
8444,1,occupied
8444,2,available
8444,3,available
8444,4,available
8444,5,available
8444,6,occupied
8444,7,available
8444,8,occupied
8444,9,occupied
8444,10,occupied
8444,11,occupied
8444,12,occupied
8444,13,occupied
8444,14,occupied
8444,15,available
8444,16,occupied
8444,17,occupied
8444,18,available
8603,0,occupied
8603,1,occupied
8603,2,available
8603,3,available
8603,4,available
8603,5,available
8603,6,occupied
8603,7,available
8603,8,occupied
8603,9,occupied
8603,10,occupied
8603,11,occupied
8603,12,occupied
8603,13,occupied
8603,14,occupied
8603,15,available
8603,16,occupied
8603,17,occupied
8603,18,available
8607,0,occupied
8607,1,occupied
8607,2,available
8607,3,available
8607,4,available
8607,5,available
8607,6,occupied
8607,7,available
8607,8,occupied
8607,9,occupied
8607,10,occupied
8607,11,occupied
8607,12,occupied
8607,13,occupied
8607,14,occupied
8607,15,available
8607,16,occupied
8607,17,occupied
8607,18,available
8616,0,occupied
8616,1,occupied
8616,2,available
8616,3,available
8616,4,available
8616,5,available
8616,6,occupied
8616,7,available
8616,8,occupied
8616,9,occupied
8616,10,occupied
8616,11,occupied
8616,12,occupied
8616,13,occupied
8616,14,occupied
8616,15,available
8616,16,occupied
8616,17,occupied
8616,18,available
8701,0,occupied
8701,1,occupied
8701,2,available
8701,3,available
8701,4,available
8701,5,available
8701,6,occupied
8701,7,available
8701,8,occupied
8701,9,occupied
8701,10,occupied
8701,11,occupied
8701,12,occupied
8701,13,occupied
8701,14,occupied
8701,15,available
8701,16,occupied
8701,17,occupied
8701,18,available
8710,0,occupied
8710,1,occupied
8710,2,available
8710,3,available
8710,4,available
8710,5,available
8710,6,occupied
8710,7,available
8710,8,occupied
8710,9,occupied
8710,10,occupied
8710,11,occupied
8710,12,occupied
8710,13,occupied
8710,14,occupied
8710,15,available
8710,16,occupied
8710,17,occupied
8710,18,available
8768,0,occupied
8768,1,occupied
8768,2,available
8768,3,available
8768,4,available
8768,5,available
8768,6,occupied
8768,7,available
8768,8,occupied
8768,9,occupied
8768,10,occupied
8768,11,occupied
8768,12,occupied
8768,13,occupied
8768,14,occupied
8768,15,available
8768,16,occupied
8768,17,occupied
8768,18,available
8830,0,occupied
8830,1,occupied
8830,2,available
8830,3,available
8830,4,available
8830,5,available
8830,6,occupied
8830,7,available
8830,8,occupied
8830,9,occupied
8830,10,occupied
8830,11,occupied
8830,12,occupied
8830,13,occupied
8830,14,occupied
8830,15,available
8830,16,occupied
8830,17,occupied
8830,18,available
8923,0,occupied
8923,1,occupied
8923,2,available
8923,3,available
8923,4,available
8923,5,available
8923,6,occupied
8923,7,available
8923,8,occupied
8923,9,occupied
8923,10,occupied
8923,11,occupied
8923,12,occupied
8923,13,occupied
8923,14,occupied
8923,15,available
8923,16,occupied
8923,17,occupied
8923,18,available
8976,0,occupied
8976,1,occupied
8976,2,available
8976,3,available
8976,4,available
8976,5,available
8976,6,occupied
8976,7,available
8976,8,occupied
8976,9,occupied
8976,10,occupied
8976,11,occupied
8976,12,occupied
8976,13,occupied
8976,14,occupied
8976,15,available
8976,16,occupied
8976,17,occupied
8976,18,available
9095,0,occupied
9095,1,occupied
9095,2,available
9095,3,available
9095,4,available
9095,5,available
9095,6,occupied
9095,7,available
9095,8,occupied
9095,9,occupied
9095,10,occupied
9095,11,occupied
9095,12,occupied
9095,13,occupied
9095,14,occupied
9095,15,available
9095,16,occupied
9095,17,occupied
9095,18,available
9098,0,occupied
9098,1,occupied
9098,2,available
9098,3,available
9098,4,available
9098,5,available
9098,6,occupied
9098,7,available
9098,8,occupied
9098,9,occupied
9098,10,occupied
9098,11,occupied
9098,12,occupied
9098,13,occupied
9098,14,occupied
9098,15,available
9098,16,occupied
9098,17,occupied
9098,18,available
9174,0,occupied
9174,1,occupied
9174,2,overlapping
9174,3,available
9174,4,available
9174,5,available
9174,6,occupied
9174,7,available
9174,8,occupied
9174,9,occupied
9174,10,occupied
9174,11,occupied
9174,12,occupied
9174,13,occupied
9174,14,occupied
9174,15,available
9174,16,occupied
9174,17,occupied
9174,18,available
9180,0,occupied
9180,1,occupied
9180,2,overlapping
9180,3,available
9180,4,available
9180,5,available
9180,6,occupied
9180,7,available
9180,8,occupied
9180,9,occupied
9180,10,occupied
9180,11,occupied
9180,12,occupied
9180,13,occupied
9180,14,occupied
9180,15,available
9180,16,occupied
9180,17,occupied
9180,18,available
9216,0,occupied
9216,1,occupied
9216,2,overlapping
9216,3,available
9216,4,available
9216,5,available
9216,6,occupied
9216,7,available
9216,8,occupied
9216,9,occupied
9216,10,occupied
9216,11,occupied
9216,12,occupied
9216,13,occupied
9216,14,occupied
9216,15,available
9216,16,occupied
9216,17,occupied
9216,18,available
9351,0,occupied
9351,1,occupied
9351,2,overlapping
9351,3,available
9351,4,available
9351,5,available
9351,6,occupied
9351,7,available
9351,8,occupied
9351,9,occupied
9351,10,occupied
9351,11,occupied
9351,12,occupied
9351,13,occupied
9351,14,occupied
9351,15,available
9351,16,occupied
9351,17,occupied
9351,18,available
9393,0,occupied
9393,1,occupied
9393,2,overlapping
9393,3,available
9393,4,available
9393,5,available
9393,6,occupied
9393,7,available
9393,8,occupied
9393,9,occupied
9393,10,occupied
9393,11,occupied
9393,12,occupied
9393,13,occupied
9393,14,occupied
9393,15,available
9393,16,occupied
9393,17,occupied
9393,18,available
9509,0,occupied
9509,1,occupied
9509,2,overlapping
9509,3,available
9509,4,available
9509,5,available
9509,6,occupied
9509,7,available
9509,8,occupied
9509,9,occupied
9509,10,occupied
9509,11,occupied
9509,12,occupied
9509,13,occupied
9509,14,occupied
9509,15,available
9509,16,occupied
9509,17,occupied
9509,18,available
9686,0,occupied
9686,1,occupied
9686,2,overlapping
9686,3,available
9686,4,available
9686,5,available
9686,6,occupied
9686,7,available
9686,8,occupied
9686,9,occupied
9686,10,occupied
9686,11,occupied
9686,12,occupied
9686,13,occupied
9686,14,occupied
9686,15,available
9686,16,occupied
9686,17,occupied
9686,18,available
9701,0,occupied
9701,1,occupied
9701,2,overlapping
9701,3,available
9701,4,available
9701,5,available
9701,6,occupied
9701,7,available
9701,8,occupied
9701,9,occupied
9701,10,occupied
9701,11,occupied
9701,12,occupied
9701,13,occupied
9701,14,occupied
9701,15,available
9701,16,occupied
9701,17,occupied
9701,18,available
9735,0,occupied
9735,1,occupied
9735,2,overlapping
9735,3,available
9735,4,available
9735,5,available
9735,6,occupied
9735,7,available
9735,8,occupied
9735,9,occupied
9735,10,occupied
9735,11,occupied
9735,12,occupied
9735,13,occupied
9735,14,occupied
9735,15,available
9735,16,occupied
9735,17,occupied
9735,18,available
9794,0,occupied
9794,1,occupied
9794,2,available
9794,3,available
9794,4,available
9794,5,available
9794,6,occupied
9794,7,available
9794,8,occupied
9794,9,occupied
9794,10,occupied
9794,11,occupied
9794,12,occupied
9794,13,occupied
9794,14,occupied
9794,15,available
9794,16,occupied
9794,17,occupied
9794,18,available
9798,0,occupied
9798,1,occupied
9798,2,available
9798,3,available
9798,4,available
9798,5,available
9798,6,occupied
9798,7,available
9798,8,occupied
9798,9,occupied
9798,10,occupied
9798,11,occupied
9798,12,occupied
9798,13,occupied
9798,14,occupied
9798,15,available
9798,16,occupied
9798,17,occupied
9798,18,available
9807,0,occupied
9807,1,occupied
9807,2,available
9807,3,available
9807,4,available
9807,5,available
9807,6,occupied
9807,7,available
9807,8,occupied
9807,9,occupied
9807,10,occupied
9807,11,occupied
9807,12,occupied
9807,13,occupied
9807,14,occupied
9807,15,available
9807,16,occupied
9807,17,occupied
9807,18,available
9914,0,occupied
9914,1,occupied
9914,2,available
9914,3,available
9914,4,available
9914,5,available
9914,6,occupied
9914,7,overlapping
9914,8,occupied
9914,9,occupied
9914,10,occupied
9914,11,occupied
9914,12,occupied
9914,13,occupied
9914,14,occupied
9914,15,available
9914,16,occupied
9914,17,occupied
9914,18,available
9973,0,occupied
9973,1,occupied
9973,2,available
9973,3,available
9973,4,available
9973,5,available
9973,6,occupied
9973,7,occupied
9973,8,occupied
9973,9,occupied
9973,10,occupied
9973,11,occupied
9973,12,occupied
9973,13,occupied
9973,14,occupied
9973,15,available
9973,16,occupied
9973,17,occupied
9973,18,available
10016,0,occupied
10016,1,occupied
10016,2,available
10016,3,available
10016,4,available
10016,5,available
10016,6,occupied
10016,7,occupied
10016,8,occupied
10016,9,occupied
10016,10,occupied
10016,11,occupied
10016,12,occupied
10016,13,occupied
10016,14,occupied
10016,15,available
10016,16,occupied
10016,17,occupied
10016,18,available
10044,0,occupied
10044,1,occupied
10044,2,available
10044,3,available
10044,4,available
10044,5,available
10044,6,occupied
10044,7,occupied
10044,8,occupied
10044,9,occupied
10044,10,occupied
10044,11,occupied
10044,12,occupied
10044,13,occupied
10044,14,occupied
10044,15,available
10044,16,occupied
10044,17,occupied
10044,18,available
10046,0,occupied
10046,1,occupied
10046,2,available
10046,3,available
10046,4,available
10046,5,available
10046,6,occupied
10046,7,occupied
10046,8,occupied
10046,9,occupied
10046,10,occupied
10046,11,occupied
10046,12,occupied
10046,13,occupied
10046,14,occupied
10046,15,available
10046,16,occupied
10046,17,occupied
10046,18,available
10056,0,occupied
10056,1,occupied
10056,2,available
10056,3,available
10056,4,available
10056,5,available
10056,6,occupied
10056,7,occupied
10056,8,occupied
10056,9,occupied
10056,10,occupied
10056,11,occupied
10056,12,occupied
10056,13,occupied
10056,14,occupied
10056,15,available
10056,16,occupied
10056,17,occupied
10056,18,available
10120,0,occupied
10120,1,occupied
10120,2,available
10120,3,available
10120,4,available
10120,5,available
10120,6,occupied
10120,7,occupied
10120,8,occupied
10120,9,occupied
10120,10,occupied
10120,11,occupied
10120,12,occupied
10120,13,occupied
10120,14,occupied
10120,15,available
10120,16,occupied
10120,17,occupied
10120,18,available
10158,0,occupied
10158,1,occupied
10158,2,available
10158,3,available
10158,4,available
10158,5,available
10158,6,occupied
10158,7,occupied
10158,8,occupied
10158,9,occupied
10158,10,occupied
10158,11,occupied
10158,12,occupied
10158,13,occupied
10158,14,occupied
10158,15,available
10158,16,occupied
10158,17,occupied
10158,18,available
10174,0,occupied
10174,1,occupied
10174,2,overlapping
10174,3,available
10174,4,available
10174,5,available
10174,6,occupied
10174,7,occupied
10174,8,occupied
10174,9,occupied
10174,10,occupied
10174,11,occupied
10174,12,occupied
10174,13,occupied
10174,14,occupied
10174,15,available
10174,16,occupied
10174,17,occupied
10174,18,available
10217,0,occupied
10217,1,occupied
10217,2,overlapping
10217,3,available
10217,4,available
10217,5,available
10217,6,occupied
10217,7,occupied
10217,8,occupied
10217,9,occupied
10217,10,occupied
10217,11,occupied
10217,12,occupied
10217,13,occupied
10217,14,occupied
10217,15,available
10217,16,occupied
10217,17,occupied
10217,18,available
10219,0,occupied
10219,1,occupied
10219,2,overlapping
10219,3,available
10219,4,available
10219,5,available
10219,6,occupied
10219,7,occupied
10219,8,occupied
10219,9,occupied
10219,10,occupied
10219,11,occupied
10219,12,occupied
10219,13,occupied
10219,14,occupied
10219,15,available
10219,16,occupied
10219,17,occupied
10219,18,available
10288,0,occupied
10288,1,occupied
10288,2,overlapping
10288,3,available
10288,4,available
10288,5,available
10288,6,occupied
10288,7,occupied
10288,8,occupied
10288,9,occupied
10288,10,occupied
10288,11,occupied
10288,12,occupied
10288,13,occupied
10288,14,occupied
10288,15,available
10288,16,occupied
10288,17,occupied
10288,18,available
10322,0,occupied
10322,1,occupied
10322,2,overlapping
10322,3,available
10322,4,available
10322,5,available
10322,6,occupied
10322,7,occupied
10322,8,occupied
10322,9,occupied
10322,10,occupied
10322,11,occupied
10322,12,occupied
10322,13,occupied
10322,14,occupied
10322,15,available
10322,16,occupied
10322,17,occupied
10322,18,available
10347,0,occupied
10347,1,occupied
10347,2,occupied
10347,3,available
10347,4,available
10347,5,available
10347,6,occupied
10347,7,occupied
10347,8,occupied
10347,9,occupied
10347,10,occupied
10347,11,occupied
10347,12,occupied
10347,13,occupied
10347,14,occupied
10347,15,available
10347,16,occupied
10347,17,occupied
10347,18,available
10368,0,occupied
10368,1,occupied
10368,2,occupied
10368,3,available
10368,4,available
10368,5,available
10368,6,occupied
10368,7,occupied
10368,8,occupied
10368,9,occupied
10368,10,occupied
10368,11,occupied
10368,12,occupied
10368,13,occupied
10368,14,occupied
10368,15,available
10368,16,occupied
10368,17,occupied
10368,18,available
10395,0,occupied
10395,1,occupied
10395,2,occupied
10395,3,available
10395,4,available
10395,5,available
10395,6,occupied
10395,7,occupied
10395,8,occupied
10395,9,occupied
10395,10,occupied
10395,11,occupied
10395,12,occupied
10395,13,occupied
10395,14,occupied
10395,15,available
10395,16,occupied
10395,17,occupied
10395,18,available
10409,0,occupied
10409,1,occupied
10409,2,occupied
10409,3,available
10409,4,available
10409,5,available
10409,6,occupied
10409,7,occupied
10409,8,occupied
10409,9,occupied
10409,10,occupied
10409,11,occupied
10409,12,occupied
10409,13,occupied
10409,14,occupied
10409,15,available
10409,16,occupied
10409,17,occupied
10409,18,available
10460,0,occupied
10460,1,occupied
10460,2,occupied
10460,3,available
10460,4,available
10460,5,available
10460,6,occupied
10460,7,occupied
10460,8,occupied
10460,9,occupied
10460,10,occupied
10460,11,occupied
10460,12,occupied
10460,13,occupied
10460,14,occupied
10460,15,available
10460,16,occupied
10460,17,occupied
10460,18,available
10463,0,occupied
10463,1,occupied
10463,2,occupied
10463,3,available
10463,4,available
10463,5,available
10463,6,occupied
10463,7,occupied
10463,8,occupied
10463,9,occupied
10463,10,occupied
10463,11,occupied
10463,12,occupied
10463,13,occupied
10463,14,occupied
10463,15,available
10463,16,occupied
10463,17,occupied
10463,18,available
10493,0,occupied
10493,1,occupied
10493,2,occupied
10493,3,available
10493,4,available
10493,5,available
10493,6,occupied
10493,7,occupied
10493,8,occupied
10493,9,occupied
10493,10,occupied
10493,11,occupied
10493,12,occupied
10493,13,occupied
10493,14,occupied
10493,15,available
10493,16,occupied
10493,17,occupied
10493,18,available
10514,0,occupied
10514,1,occupied
10514,2,occupied
10514,3,available
10514,4,available
10514,5,available
10514,6,occupied
10514,7,occupied
10514,8,occupied
10514,9,occupied
10514,10,occupied
10514,11,occupied
10514,12,occupied
10514,13,occupied
10514,14,occupied
10514,15,available
10514,16,occupied
10514,17,occupied
10514,18,available
10569,0,occupied
10569,1,occupied
10569,2,occupied
10569,3,available
10569,4,available
10569,5,available
10569,6,occupied
10569,7,occupied
10569,8,occupied
10569,9,occupied
10569,10,occupied
10569,11,occupied
10569,12,occupied
10569,13,occupied
10569,14,occupied
10569,15,available
10569,16,occupied
10569,17,occupied
10569,18,available
10617,0,occupied
10617,1,occupied
10617,2,occupied
10617,3,available
10617,4,available
10617,5,available
10617,6,occupied
10617,7,occupied
10617,8,occupied
10617,9,occupied
10617,10,occupied
10617,11,occupied
10617,12,occupied
10617,13,occupied
10617,14,occupied
10617,15,available
10617,16,occupied
10617,17,occupied
10617,18,available
10619,0,occupied
10619,1,occupied
10619,2,occupied
10619,3,available
10619,4,available
10619,5,available
10619,6,occupied
10619,7,occupied
10619,8,occupied
10619,9,occupied
10619,10,occupied
10619,11,occupied
10619,12,occupied
10619,13,occupied
10619,14,occupied
10619,15,available
10619,16,occupied
10619,17,occupied
10619,18,available
10679,0,occupied
10679,1,occupied
10679,2,occupied
10679,3,available
10679,4,available
10679,5,available
10679,6,occupied
10679,7,occupied
10679,8,occupied
10679,9,occupied
10679,10,occupied
10679,11,occupied
10679,12,occupied
10679,13,occupied
10679,14,occupied
10679,15,available
10679,16,occupied
10679,17,occupied
10679,18,available
10689,0,occupied
10689,1,occupied
10689,2,occupied
10689,3,available
10689,4,available
10689,5,available
10689,6,occupied
10689,7,occupied
10689,8,occupied
10689,9,occupied
10689,10,occupied
10689,11,occupied
10689,12,occupied
10689,13,occupied
10689,14,occupied
10689,15,available
10689,16,occupied
10689,17,occupied
10689,18,available
10738,0,occupied
10738,1,occupied
10738,2,occupied
10738,3,available
10738,4,available
10738,5,available
10738,6,occupied
10738,7,occupied
10738,8,occupied
10738,9,occupied
10738,10,occupied
10738,11,occupied
10738,12,occupied
10738,13,occupied
10738,14,occupied
10738,15,available
10738,16,occupied
10738,17,occupied
10738,18,available
10762,0,occupied
10762,1,occupied
10762,2,occupied
10762,3,available
10762,4,available
10762,5,available
10762,6,occupied
10762,7,occupied
10762,8,occupied
10762,9,occupied
10762,10,occupied
10762,11,occupied
10762,12,occupied
10762,13,occupied
10762,14,occupied
10762,15,available
10762,16,occupied
10762,17,occupied
10762,18,available
10819,0,occupied
10819,1,occupied
10819,2,occupied
10819,3,available
10819,4,available
10819,5,available
10819,6,occupied
10819,7,occupied
10819,8,occupied
10819,9,occupied
10819,10,occupied
10819,11,occupied
10819,12,occupied
10819,13,occupied
10819,14,occupied
10819,15,available
10819,16,occupied
10819,17,occupied
10819,18,available
10846,0,occupied
10846,1,occupied
10846,2,occupied
10846,3,available
10846,4,available
10846,5,available
10846,6,occupied
10846,7,occupied
10846,8,occupied
10846,9,occupied
10846,10,occupied
10846,11,occupied
10846,12,occupied
10846,13,occupied
10846,14,occupied
10846,15,available
10846,16,occupied
10846,17,occupied
10846,18,available
10851,0,occupied
10851,1,occupied
10851,2,occupied
10851,3,available
10851,4,available
10851,5,available
10851,6,occupied
10851,7,occupied
10851,8,occupied
10851,9,occupied
10851,10,occupied
10851,11,occupied
10851,12,occupied
10851,13,occupied
10851,14,occupied
10851,15,available
10851,16,occupied
10851,17,occupied
10851,18,available
10903,0,occupied
10903,1,occupied
10903,2,occupied
10903,3,available
10903,4,available
10903,5,available
10903,6,occupied
10903,7,occupied
10903,8,occupied
10903,9,occupied
10903,10,occupied
10903,11,occupied
10903,12,occupied
10903,13,occupied
10903,14,occupied
10903,15,available
10903,16,occupied
10903,17,occupied
10903,18,available
10929,0,occupied
10929,1,occupied
10929,2,occupied
10929,3,available
10929,4,available
10929,5,available
10929,6,occupied
10929,7,occupied
10929,8,occupied
