frame,class_name,x1,y1,x2,y2
14820,car,789,191,905,322
14820,car,927,194,1062,344
14820,car,1211,218,1363,385
14820,car,458,88,572,234
14938,car,1706,848,1897,1041
14938,car,967,312,1133,527
14938,car,1146,322,1309,552
14938,car,1303,360,1499,586
14938,car,1453,367,1656,599
14938,car,1482,256,1636,419
14938,car,1351,240,1508,408
14938,car,457,738,627,1031
14938,car,644,189,746,325
14938,car,963,688,1260,1038
14938,car,821,289,956,520
14938,car,542,182,642,324
14938,car,649,314,781,495
14938,car,521,289,636,439
14938,car,789,191,905,322
14938,car,927,194,1062,344
14938,car,1211,218,1363,385
14938,car,327,306,485,528
14945,car,1706,848,1897,1041
14945,car,967,312,1133,527
14945,car,1146,322,1309,552
14945,car,1303,360,1499,586
14945,car,1453,367,1656,599
14945,car,1482,256,1636,419
14945,car,1351,240,1508,408
14945,car,457,738,627,1031
14945,car,644,189,746,325
14945,car,963,688,1260,1038
14945,car,821,289,956,520
14945,car,542,182,642,324
14945,car,649,314,781,495
14945,car,521,289,636,439
14945,car,789,191,905,322
14945,car,927,194,1062,344
14945,car,1211,218,1363,385
14945,car,332,322,485,563
14965,car,1706,848,1897,1041
14965,car,967,312,1133,527
14965,car,1146,322,1309,552
14965,car,1303,360,1499,586
14965,car,1453,367,1656,599
14965,car,1482,256,1636,419
14965,car,1351,240,1508,408
14965,car,457,738,627,1031
14965,car,644,189,746,325
14965,car,963,688,1260,1038
14965,car,821,289,956,520
14965,car,542,182,642,324
14965,car,649,314,781,495
14965,car,521,289,636,439
14965,car,789,191,905,322
14965,car,927,194,1062,344
14965,car,1211,218,1363,385
14965,car,344,365,524,622
15032,car,1706,848,1897,1041
15032,car,967,312,1133,527
15032,car,1146,322,1309,552
15032,car,1303,360,1499,586
15032,car,1453,367,1656,599
15032,car,1482,256,1636,419
15032,car,1351,240,1508,408
15032,car,457,738,627,1031
15032,car,644,189,746,325
15032,car,963,688,1260,1038
15032,car,821,289,956,520
15032,car,542,182,642,324
15032,car,649,314,781,495
15032,car,521,289,636,439
15032,car,789,191,905,322
15032,car,927,194,1062,344
15032,car,1211,218,1363,385
15032,car,528,476,882,713
15033,car,1706,848,1897,1041
15033,car,967,312,1133,527
15033,car,1146,322,1309,552
15033,car,1303,360,1499,586
15033,car,1453,367,1656,599
15033,car,1482,256,1636,419
15033,car,1351,240,1508,408
15033,car,457,738,627,1031
15033,car,644,189,746,325
15033,car,963,688,1260,1038
15033,car,821,289,956,520
15033,car,542,182,642,324
15033,car,649,314,781,495
15033,car,521,289,636,439
15033,car,789,191,905,322
15033,car,927,194,1062,344
15033,car,1211,218,1363,385
15033,car,528,476,882,713
15040,car,1706,848,1897,1041
15040,car,967,312,1133,527
15040,car,1146,322,1309,552
15040,car,1303,360,1499,586
15040,car,1453,367,1656,599
15040,car,1482,256,1636,419
15040,car,1351,240,1508,408
15040,car,457,738,627,1031
15040,car,644,189,746,325
15040,car,963,688,1260,1038
15040,car,821,289,956,520
15040,car,542,182,642,324
15040,car,649,314,781,495
15040,car,521,289,636,439
15040,car,789,191,905,322
15040,car,927,194,1062,344
15040,car,1211,218,1363,385
15040,car,579,486,937,715
15110,car,1706,848,1897,1041
15110,car,967,312,1133,527
15110,car,1146,322,1309,552
15110,car,1303,360,1499,586
15110,car,1453,367,1656,599
15110,car,1482,256,1636,419
15110,car,1351,240,1508,408
15110,car,457,738,627,1031
15110,car,644,189,746,325
15110,car,963,688,1260,1038
15110,car,821,289,956,520
15110,car,542,182,642,324
15110,car,649,314,781,495
15110,car,521,289,636,439
15110,car,789,191,905,322
15110,car,927,194,1062,344
15110,car,1211,218,1363,385
15110,car,940,515,1314,762
15138,car,1706,848,1897,1041
15138,car,967,312,1133,527
15138,car,1146,322,1309,552
15138,car,1303,360,1499,586
15138,car,1453,367,1656,599
15138,car,1482,256,1636,419
15138,car,1351,240,1508,408
15138,car,457,738,627,1031
15138,car,644,189,746,325
15138,car,963,688,1260,1038
15138,car,821,289,956,520
15138,car,542,182,642,324
15138,car,649,314,781,495
15138,car,521,289,636,439
15138,car,789,191,905,322
15138,car,927,194,1062,344
15138,car,1211,218,1363,385
15138,car,1059,525,1427,812
15185,car,1706,848,1897,1041
15185,car,967,312,1133,527
15185,car,1146,322,1309,552
15185,car,1303,360,1499,586
15185,car,1453,367,1656,599
15185,car,1482,256,1636,419
15185,car,1351,240,1508,408
15185,car,457,738,627,1031
15185,car,644,189,746,325
15185,car,963,688,1260,1038
15185,car,821,289,956,520
15185,car,542,182,642,324
15185,car,649,314,781,495
15185,car,521,289,636,439
15185,car,789,191,905,322
15185,car,927,194,1062,344
15185,car,1211,218,1363,385
15185,car,1248,585,1610,893
15200,car,1706,848,1897,1041
15200,car,967,312,1133,527
15200,car,1146,322,1309,552
15200,car,1303,360,1499,586
15200,car,1453,367,1656,599
15200,car,1482,256,1636,419
15200,car,1351,240,1508,408
15200,car,457,738,627,1031
15200,car,644,189,746,325
15200,car,963,688,1260,1038
15200,car,821,289,956,520
15200,car,542,182,642,324
15200,car,649,314,781,495
15200,car,521,289,636,439
15200,car,789,191,905,322
15200,car,927,194,1062,344
15200,car,1211,218,1363,385
15200,car,1293,601,1672,920
15277,car,1706,848,1897,1041
15277,car,967,312,1133,527
15277,car,1146,322,1309,552
15277,car,1303,360,1499,586
15277,car,1453,367,1656,599
15277,car,1482,256,1636,419
15277,car,1351,240,1508,408
15277,car,457,738,627,1031
15277,car,644,189,746,325
15277,car,963,688,1260,1038
15277,car,821,289,956,520
15277,car,542,182,642,324
15277,car,649,314,781,495
15277,car,521,289,636,439
15277,car,789,191,905,322
15277,car,927,194,1062,344
15277,car,1211,218,1363,385
15277,car,1547,670,1885,908
15286,car,1706,848,1897,1041
15286,car,967,312,1133,527
15286,car,1146,322,1309,552
15286,car,1303,360,1499,586
15286,car,1453,367,1656,599
15286,car,1482,256,1636,419
15286,car,1351,240,1508,408
15286,car,457,738,627,1031
15286,car,644,189,746,325
15286,car,963,688,1260,1038
15286,car,821,289,956,520
15286,car,542,182,642,324
15286,car,649,314,781,495
15286,car,521,289,636,439
15286,car,789,191,905,322
15286,car,927,194,1062,344
15286,car,1211,218,1363,385
15286,car,1587,675,1899,914
15327,car,1706,848,1897,1041
15327,car,967,312,1133,527
15327,car,1146,322,1309,552
15327,car,1303,360,1499,586
15327,car,1453,367,1656,599
15327,car,1482,256,1636,419
15327,car,1351,240,1508,408
15327,car,457,738,627,1031
15327,car,644,189,746,325
15327,car,963,688,1260,1038
15327,car,821,289,956,520
15327,car,542,182,642,324
15327,car,649,314,781,495
15327,car,521,289,636,439
15327,car,789,191,905,322
15327,car,927,194,1062,344
15327,car,1211,218,1363,385
15327,car,1649,676,1909,903
15397,car,1706,848,1897,1041
15397,car,967,312,1133,527
15397,car,1146,322,1309,552
15397,car,1303,360,1499,586
15397,car,1453,367,1656,599
15397,car,1482,256,1636,419
15397,car,1351,240,1508,408
15397,car,457,738,627,1031
15397,car,644,189,746,325
15397,car,963,688,1260,1038
15397,car,821,289,956,520
15397,car,542,182,642,324
15397,car,649,314,781,495
15397,car,521,289,636,439
15397,car,789,191,905,322
15397,car,927,194,1062,344
15397,car,1211,218,1363,385
15397,car,1669,662,1909,897
15422,car,1706,848,1897,1041
15422,car,967,312,1133,527
15422,car,1146,322,1309,552
15422,car,1303,360,1499,586
15422,car,1453,367,1656,599
15422,car,1482,256,1636,419
15422,car,1351,240,1508,408
15422,car,457,738,627,1031
15422,car,644,189,746,325
15422,car,963,688,1260,1038
15422,car,821,289,956,520
15422,car,542,182,642,324
15422,car,649,314,781,495
15422,car,521,289,636,439
15422,car,789,191,905,322
15422,car,927,194,1062,344
15422,car,1211,218,1363,385
15422,car,1660,678,1909,903
15444,car,1706,848,1897,1041
15444,car,967,312,1133,527
15444,car,1146,322,1309,552
15444,car,1303,360,1499,586
15444,car,1453,367,1656,599
15444,car,1482,256,1636,419
15444,car,1351,240,1508,408
15444,car,457,738,627,1031
15444,car,644,189,746,325
15444,car,963,688,1260,1038
15444,car,821,289,956,520
15444,car,542,182,642,324
15444,car,649,314,781,495
15444,car,521,289,636,439
15444,car,789,191,905,322
15444,car,927,194,1062,344
15444,car,1211,218,1363,385
15444,car,1660,678,1909,903
15521,car,1706,848,1897,1041
15521,car,967,312,1133,527
15521,car,1146,322,1309,552
15521,car,1303,360,1499,586
15521,car,1453,367,1656,599
15521,car,1482,256,1636,419
15521,car,1351,240,1508,408
15521,car,457,738,627,1031
15521,car,644,189,746,325
15521,car,963,688,1260,1038
15521,car,821,289,956,520
15521,car,542,182,642,324
15521,car,649,314,781,495
15521,car,521,289,636,439
15521,car,789,191,905,322
15521,car,927,194,1062,344
15521,car,1211,218,1363,385
15521,car,1660,678,1909,903
15544,car,1706,848,1897,1041
15544,car,967,312,1133,527
15544,car,1146,322,1309,552
15544,car,1303,360,1499,586
15544,car,1453,367,1656,599
15544,car,1482,256,1636,419
15544,car,1351,240,1508,408
15544,car,457,738,627,1031
15544,car,644,189,746,325
15544,car,963,688,1260,1038
15544,car,821,289,956,520
15544,car,542,182,642,324
15544,car,649,314,781,495
15544,car,521,289,636,439
15544,car,789,191,905,322
15544,car,927,194,1062,344
15544,car,1211,218,1363,385
15544,car,1660,678,1909,903
15627,car,1706,848,1897,1041
15627,car,967,312,1133,527
15627,car,1146,322,1309,552
15627,car,1303,360,1499,586
15627,car,1453,367,1656,599
15627,car,1482,256,1636,419
15627,car,1351,240,1508,408
15627,car,457,738,627,1031
15627,car,644,189,746,325
15627,car,963,688,1260,1038
15627,car,821,289,956,520
15627,car,542,182,642,324
15627,car,649,314,781,495
15627,car,521,289,636,439
15627,car,789,191,905,322
15627,car,927,194,1062,344
15627,car,1211,218,1363,385
15627,car,1660,678,1909,903
15663,car,1706,848,1897,1041
15663,car,967,312,1133,527
15663,car,1146,322,1309,552
15663,car,1303,360,1499,586
15663,car,1453,367,1656,599
15663,car,1482,256,1636,419
15663,car,1351,240,1508,408
15663,car,457,738,627,1031
15663,car,644,189,746,325
15663,car,963,688,1260,1038
15663,car,821,289,956,520
15663,car,542,182,642,324
15663,car,649,314,781,495
15663,car,521,289,636,439
15663,car,789,191,905,322
15663,car,927,194,1062,344
15663,car,1211,218,1363,385
15663,car,1660,678,1909,903
15663,car,1532,175,1726,287
15672,car,1706,848,1897,1041
15672,car,967,312,1133,527
15672,car,1146,322,1309,552
15672,car,1303,360,1499,586
15672,car,1453,367,1656,599
15672,car,1482,256,1636,419
15672,car,1351,240,1508,408
15672,car,457,738,627,1031
15672,car,644,189,746,325
15672,car,963,688,1260,1038
15672,car,821,289,956,520
15672,car,542,182,642,324
15672,car,649,314,781,495
15672,car,521,289,636,439
15672,car,789,191,905,322
15672,car,927,194,1062,344
15672,car,1211,218,1363,385
15672,car,1660,678,1909,903
15672,car,1493,175,1675,273
15709,car,1706,848,1897,1041
15709,car,967,312,1133,527
15709,car,1146,322,1309,552
15709,car,1303,360,1499,586
15709,car,1453,367,1656,599
15709,car,1482,256,1636,419
15709,car,1351,240,1508,408
15709,car,457,738,627,1031
15709,car,644,189,746,325
15709,car,963,688,1260,1038
15709,car,821,289,956,520
15709,car,542,182,642,324
15709,car,649,314,781,495
15709,car,521,289,636,439
15709,car,789,191,905,322
15709,car,927,194,1062,344
15709,car,1211,218,1363,385
15709,car,1660,678,1909,903
15709,car,1335,135,1535,255
15712,car,1706,848,1897,1041
15712,car,967,312,1133,527
15712,car,1146,322,1309,552
15712,car,1303,360,1499,586
15712,car,1453,367,1656,599
15712,car,1482,256,1636,419
15712,car,1351,240,1508,408
15712,car,457,738,627,1031
15712,car,644,189,746,325
15712,car,963,688,1260,1038
15712,car,821,289,956,520
15712,car,542,182,642,324
15712,car,649,314,781,495
15712,car,521,289,636,439
15712,car,789,191,905,322
15712,car,927,194,1062,344
15712,car,1211,218,1363,385
15712,car,1660,678,1909,903
15712,car,1316,138,1515,253
15722,car,1706,848,1897,1041
15722,car,967,312,1133,527
15722,car,1146,322,1309,552
15722,car,1303,360,1499,586
15722,car,1453,367,1656,599
15722,car,1482,256,1636,419
15722,car,1351,240,1508,408
15722,car,457,738,627,1031
15722,car,644,189,746,325
15722,car,963,688,1260,1038
15722,car,821,289,956,520
15722,car,542,182,642,324
15722,car,649,314,781,495
15722,car,521,289,636,439
15722,car,789,191,905,322
15722,car,927,194,1062,344
15722,car,1211,218,1363,385
15722,car,1660,678,1909,903
15722,car,1282,126,1476,240
15749,car,1706,848,1897,1041
15749,car,967,312,1133,527
15749,car,1146,322,1309,552
15749,car,1303,360,1499,586
15749,car,1453,367,1656,599
15749,car,1482,256,1636,419
15749,car,1351,240,1508,408
15749,car,457,738,627,1031
15749,car,644,189,746,325
15749,car,963,688,1260,1038
15749,car,821,289,956,520
15749,car,542,182,642,324
15749,car,649,314,781,495
15749,car,521,289,636,439
15749,car,789,191,905,322
15749,car,927,194,1062,344
15749,car,1211,218,1363,385
15749,car,1660,678,1909,903
15749,car,1206,120,1406,230
15779,car,1706,848,1897,1041
15779,car,967,312,1133,527
15779,car,1146,322,1309,552
15779,car,1303,360,1499,586
15779,car,1453,367,1656,599
15779,car,1482,256,1636,419
15779,car,1351,240,1508,408
15779,car,457,738,627,1031
15779,car,644,189,746,325
15779,car,963,688,1260,1038
15779,car,821,289,956,520
15779,car,542,182,642,324
15779,car,649,314,781,495
15779,car,521,289,636,439
15779,car,789,191,905,322
15779,car,927,194,1062,344
15779,car,1211,218,1363,385
15779,car,1660,678,1909,903
15779,car,1144,116,1350,229
15815,car,1706,848,1897,1041
15815,car,967,312,1133,527
15815,car,1146,322,1309,552
15815,car,1303,360,1499,586
15815,car,1453,367,1656,599
15815,car,1482,256,1636,419
15815,car,1351,240,1508,408
15815,car,457,738,627,1031
15815,car,644,189,746,325
15815,car,963,688,1260,1038
15815,car,821,289,956,520
15815,car,542,182,642,324
15815,car,649,314,781,495
15815,car,521,289,636,439
15815,car,789,191,905,322
15815,car,927,194,1062,344
15815,car,1211,218,1363,385
15815,car,1660,678,1909,903
15815,car,1098,116,1300,233
15847,car,1706,848,1897,1041
15847,car,967,312,1133,527
15847,car,1146,322,1309,552
15847,car,1303,360,1499,586
15847,car,1453,367,1656,599
15847,car,1482,256,1636,419
15847,car,1351,240,1508,408
15847,car,457,738,627,1031
15847,car,644,189,746,325
15847,car,963,688,1260,1038
15847,car,821,289,956,520
15847,car,542,182,642,324
15847,car,649,314,781,495
15847,car,521,289,636,439
15847,car,789,191,905,322
15847,car,927,194,1062,344
15847,car,1211,218,1363,385
15847,car,1660,678,1909,903
15847,car,1075,120,1264,255
15945,car,1706,848,1897,1041
15945,car,967,312,1133,527
15945,car,1146,322,1309,552
15945,car,1303,360,1499,586
15945,car,1453,367,1656,599
15945,car,1482,256,1636,419
15945,car,1351,240,1508,408
15945,car,457,738,627,1031
15945,car,644,189,746,325
15945,car,963,688,1260,1038
15945,car,821,289,956,520
15945,car,542,182,642,324
15945,car,649,314,781,495
15945,car,521,289,636,439
15945,car,789,191,905,322
15945,car,927,194,1062,344
15945,car,1211,218,1363,385
15945,car,1660,678,1909,903
15945,car,1066,157,1208,314
15955,car,1706,848,1897,1041
15955,car,967,312,1133,527
15955,car,1146,322,1309,552
15955,car,1303,360,1499,586
15955,car,1453,367,1656,599
15955,car,1482,256,1636,419
15955,car,1351,240,1508,408
15955,car,457,738,627,1031
15955,car,644,189,746,325
15955,car,963,688,1260,1038
15955,car,821,289,956,520
15955,car,542,182,642,324
15955,car,649,314,781,495
15955,car,521,289,636,439
15955,car,789,191,905,322
15955,car,927,194,1062,344
15955,car,1211,218,1363,385
15955,car,1660,678,1909,903
15955,car,1062,161,1207,319
15975,car,1706,848,1897,1041
15975,car,967,312,1133,527
15975,car,1146,322,1309,552
15975,car,1303,360,1499,586
15975,car,1453,367,1656,599
15975,car,1482,256,1636,419
15975,car,1351,240,1508,408
15975,car,457,738,627,1031
15975,car,644,189,746,325
15975,car,963,688,1260,1038
15975,car,821,289,956,520
15975,car,542,182,642,324
15975,car,649,314,781,495
15975,car,521,289,636,439
15975,car,789,191,905,322
15975,car,927,194,1062,344
15975,car,1211,218,1363,385
15975,car,1660,678,1909,903
15975,car,1067,172,1205,327
16003,car,1706,848,1897,1041
16003,car,967,312,1133,527
16003,car,1146,322,1309,552
16003,car,1303,360,1499,586
16003,car,1453,367,1656,599
16003,car,1482,256,1636,419
16003,car,1351,240,1508,408
16003,car,457,738,627,1031
16003,car,644,189,746,325
16003,car,963,688,1260,1038
16003,car,821,289,956,520
16003,car,542,182,642,324
16003,car,649,314,781,495
16003,car,521,289,636,439
16003,car,789,191,905,322
16003,car,927,194,1062,344
16003,car,1211,218,1363,385
16003,car,1660,678,1909,903
16003,car,1080,181,1199,341
16011,car,1706,848,1897,1041
16011,car,967,312,1133,527
16011,car,1146,322,1309,552
16011,car,1303,360,1499,586
16011,car,1453,367,1656,599
16011,car,1482,256,1636,419
16011,car,1351,240,1508,408
16011,car,457,738,627,1031
16011,car,644,189,746,325
16011,car,963,688,1260,1038
16011,car,821,289,956,520
16011,car,542,182,642,324
16011,car,649,314,781,495
16011,car,521,289,636,439
16011,car,789,191,905,322
16011,car,927,194,1062,344
16011,car,1211,218,1363,385
16011,car,1660,678,1909,903
16011,car,1093,184,1203,342
16019,car,1706,848,1897,1041
16019,car,967,312,1133,527
16019,car,1146,322,1309,552
16019,car,1303,360,1499,586
16019,car,1453,367,1656,599
16019,car,1482,256,1636,419
16019,car,1351,240,1508,408
16019,car,457,738,627,1031
16019,car,644,189,746,325
16019,car,963,688,1260,1038
16019,car,821,289,956,520
16019,car,542,182,642,324
16019,car,649,314,781,495
16019,car,521,289,636,439
16019,car,789,191,905,322
16019,car,927,194,1062,344
16019,car,1211,218,1363,385
16019,car,1660,678,1909,903
16019,car,1093,184,1203,342
16039,car,1706,848,1897,1041
16039,car,967,312,1133,527
16039,car,1146,322,1309,552
16039,car,1303,360,1499,586
16039,car,1453,367,1656,599
16039,car,1482,256,1636,419
16039,car,1351,240,1508,408
16039,car,457,738,627,1031
16039,car,644,189,746,325
16039,car,963,688,1260,1038
16039,car,821,289,956,520
16039,car,542,182,642,324
16039,car,649,314,781,495
16039,car,521,289,636,439
16039,car,789,191,905,322
16039,car,927,194,1062,344
16039,car,1211,218,1363,385
16039,car,1660,678,1909,903
16039,car,1091,189,1204,355
16073,car,1706,848,1897,1041
16073,car,967,312,1133,527
16073,car,1146,322,1309,552
16073,car,1303,360,1499,586
16073,car,1453,367,1656,599
16073,car,1482,256,1636,419
16073,car,1351,240,1508,408
16073,car,457,738,627,1031
16073,car,644,189,746,325
16073,car,963,688,1260,1038
16073,car,821,289,956,520
16073,car,542,182,642,324
16073,car,649,314,781,495
16073,car,521,289,636,439
16073,car,789,191,905,322
16073,car,927,194,1062,344
16073,car,1211,218,1363,385
16073,car,1660,678,1909,903
16073,car,1091,189,1204,355
16073,car,322,96,446,157
16076,car,1706,848,1897,1041
16076,car,967,312,1133,527
16076,car,1146,322,1309,552
16076,car,1303,360,1499,586
16076,car,1453,367,1656,599
16076,car,1482,256,1636,419
16076,car,1351,240,1508,408
16076,car,457,738,627,1031
16076,car,644,189,746,325
16076,car,963,688,1260,1038
16076,car,821,289,956,520
16076,car,542,182,642,324
16076,car,649,314,781,495
16076,car,521,289,636,439
16076,car,789,191,905,322
16076,car,927,194,1062,344
16076,car,1211,218,1363,385
16076,car,1660,678,1909,903
16076,car,1091,189,1204,355
16076,car,337,88,452,159
16079,car,1706,848,1897,1041
16079,car,967,312,1133,527
16079,car,1146,322,1309,552
16079,car,1303,360,1499,586
16079,car,1453,367,1656,599
16079,car,1482,256,1636,419
16079,car,1351,240,1508,408
16079,car,457,738,627,1031
16079,car,644,189,746,325
16079,car,963,688,1260,1038
16079,car,821,289,956,520
16079,car,542,182,642,324
16079,car,649,314,781,495
16079,car,521,289,636,439
16079,car,789,191,905,322
16079,car,927,194,1062,344
16079,car,1211,218,1363,385
16079,car,1660,678,1909,903
16079,car,1091,189,1204,355
16079,car,338,90,461,159
16118,car,1706,848,1897,1041
16118,car,967,312,1133,527
16118,car,1146,322,1309,552
16118,car,1303,360,1499,586
16118,car,1453,367,1656,599
16118,car,1482,256,1636,419
16118,car,1351,240,1508,408
16118,car,457,738,627,1031
16118,car,644,189,746,325
16118,car,963,688,1260,1038
16118,car,821,289,956,520
16118,car,542,182,642,324
16118,car,649,314,781,495
16118,car,521,289,636,439
16118,car,789,191,905,322
16118,car,927,194,1062,344
16118,car,1211,218,1363,385
16118,car,1660,678,1909,903
16118,car,1091,189,1204,355
16118,car,428,87,550,158
16165,car,1706,848,1897,1041
16165,car,967,312,1133,527
16165,car,1146,322,1309,552
16165,car,1303,360,1499,586
16165,car,1453,367,1656,599
16165,car,1482,256,1636,419
16165,car,1351,240,1508,408
16165,car,457,738,627,1031
16165,car,644,189,746,325
16165,car,963,688,1260,1038
16165,car,821,289,956,520
16165,car,542,182,642,324
16165,car,649,314,781,495
16165,car,521,289,636,439
16165,car,789,191,905,322
16165,car,927,194,1062,344
16165,car,1211,218,1363,385
16165,car,1660,678,1909,903
16165,car,1088,178,1211,340
16165,car,537,78,683,171
16192,car,1706,848,1897,1041
16192,car,967,312,1133,527
16192,car,1146,322,1309,552
16192,car,1303,360,1499,586
16192,car,1453,367,1656,599
16192,car,1482,256,1636,419
16192,car,1351,240,1508,408
16192,car,457,738,627,1031
16192,car,644,189,746,325
16192,car,963,688,1260,1038
16192,car,821,289,956,520
16192,car,542,182,642,324
16192,car,649,314,781,495
16192,car,521,289,636,439
16192,car,789,191,905,322
16192,car,927,194,1062,344
16192,car,1211,218,1363,385
16192,car,1660,678,1909,903
16192,car,1088,178,1211,340
16192,car,616,86,766,174
16233,car,1706,848,1897,1041
16233,car,967,312,1133,527
16233,car,1146,322,1309,552
16233,car,1303,360,1499,586
16233,car,1453,367,1656,599
16233,car,1482,256,1636,419
16233,car,1351,240,1508,408
16233,car,457,738,627,1031
16233,car,644,189,746,325
16233,car,963,688,1260,1038
16233,car,821,289,956,520
16233,car,542,182,642,324
16233,car,649,314,781,495
16233,car,521,289,636,439
16233,car,789,191,905,322
16233,car,927,194,1062,344
16233,car,1211,218,1363,385
16233,car,1660,678,1909,903
16233,car,1083,169,1222,329
16233,car,732,88,905,186
16235,car,1706,848,1897,1041
16235,car,967,312,1133,527
16235,car,1146,322,1309,552
16235,car,1303,360,1499,586
16235,car,1453,367,1656,599
16235,car,1482,256,1636,419
16235,car,1351,240,1508,408
16235,car,457,738,627,1031
16235,car,644,189,746,325
16235,car,963,688,1260,1038
16235,car,821,289,956,520
16235,car,542,182,642,324
16235,car,649,314,781,495
16235,car,521,289,636,439
16235,car,789,191,905,322
16235,car,927,194,1062,344
16235,car,1211,218,1363,385
16235,car,1660,678,1909,903
16235,car,1083,169,1222,329
16235,car,747,88,905,186
16276,car,1706,848,1897,1041
16276,car,967,312,1133,527
16276,car,1146,322,1309,552
16276,car,1303,360,1499,586
16276,car,1453,367,1656,599
16276,car,1482,256,1636,419
16276,car,1351,240,1508,408
16276,car,457,738,627,1031
16276,car,644,189,746,325
16276,car,963,688,1260,1038
16276,car,821,289,956,520
16276,car,542,182,642,324
16276,car,649,314,781,495
16276,car,521,289,636,439
16276,car,789,191,905,322
16276,car,927,194,1062,344
16276,car,1211,218,1363,385
16276,car,1660,678,1909,903
16276,car,1083,169,1222,329
16276,car,882,99,1055,196
16293,car,1706,848,1897,1041
16293,car,967,312,1133,527
16293,car,1146,322,1309,552
16293,car,1303,360,1499,586
16293,car,1453,367,1656,599
16293,car,1482,256,1636,419
16293,car,1351,240,1508,408
16293,car,457,738,627,1031
16293,car,644,189,746,325
16293,car,963,688,1260,1038
16293,car,821,289,956,520
16293,car,542,182,642,324
16293,car,649,314,781,495
16293,car,521,289,636,439
16293,car,789,191,905,322
16293,car,927,194,1062,344
16293,car,1211,218,1363,385
16293,car,1660,678,1909,903
16293,car,1083,169,1222,329
16293,car,944,104,1115,206
16295,car,1706,848,1897,1041
16295,car,967,312,1133,527
16295,car,1146,322,1309,552
16295,car,1303,360,1499,586
16295,car,1453,367,1656,599
16295,car,1482,256,1636,419
16295,car,1351,240,1508,408
16295,car,457,738,627,1031
16295,car,644,189,746,325
16295,car,963,688,1260,1038
16295,car,821,289,956,520
16295,car,542,182,642,324
16295,car,649,314,781,495
16295,car,521,289,636,439
16295,car,789,191,905,322
16295,car,927,194,1062,344
16295,car,1211,218,1363,385
16295,car,1660,678,1909,903
16295,car,1083,169,1222,329
16295,car,951,101,1129,210
16325,car,1706,848,1897,1041
16325,car,967,312,1133,527
16325,car,1146,322,1309,552
16325,car,1303,360,1499,586
16325,car,1453,367,1656,599
16325,car,1482,256,1636,419
16325,car,1351,240,1508,408
16325,car,457,738,627,1031
16325,car,644,189,746,325
16325,car,963,688,1260,1038
16325,car,821,289,956,520
16325,car,542,182,642,324
16325,car,649,314,781,495
16325,car,521,289,636,439
16325,car,789,191,905,322
16325,car,927,194,1062,344
16325,car,1211,218,1363,385
16325,car,1660,678,1909,903
16325,car,1083,169,1222,329
16325,car,1060,115,1240,220
16361,car,1706,848,1897,1041
16361,car,967,312,1133,527
16361,car,1146,322,1309,552
16361,car,1303,360,1499,586
16361,car,1453,367,1656,599
16361,car,1482,256,1636,419
16361,car,1351,240,1508,408
16361,car,457,738,627,1031
16361,car,644,189,746,325
16361,car,963,688,1260,1038
16361,car,821,289,956,520
16361,car,542,182,642,324
16361,car,649,314,781,495
16361,car,521,289,636,439
16361,car,789,191,905,322
16361,car,927,194,1062,344
16361,car,1211,218,1363,385
16361,car,1660,678,1909,903
16361,car,1083,169,1222,329
16361,car,1209,130,1376,244
16383,car,1706,848,1897,1041
16383,car,967,312,1133,527
16383,car,1146,322,1309,552
16383,car,1303,360,1499,586
16383,car,1453,367,1656,599
16383,car,1482,256,1636,419
16383,car,1351,240,1508,408
16383,car,457,738,627,1031
16383,car,644,189,746,325
16383,car,963,688,1260,1038
16383,car,821,289,956,520
16383,car,542,182,642,324
16383,car,649,314,781,495
16383,car,521,289,636,439
16383,car,789,191,905,322
16383,car,927,194,1062,344
16383,car,1211,218,1363,385
16383,car,1660,678,1909,903
16383,car,1083,169,1222,329
16383,car,1294,144,1463,256
16401,car,1706,848,1897,1041
16401,car,967,312,1133,527
16401,car,1146,322,1309,552
16401,car,1303,360,1499,586
16401,car,1453,367,1656,599
16401,car,1482,256,1636,419
16401,car,1351,240,1508,408
16401,car,457,738,627,1031
16401,car,644,189,746,325
16401,car,963,688,1260,1038
16401,car,821,289,956,520
16401,car,542,182,642,324
16401,car,649,314,781,495
16401,car,521,289,636,439
16401,car,789,191,905,322
16401,car,927,194,1062,344
16401,car,1211,218,1363,385
16401,car,1660,678,1909,903
16401,car,1083,169,1222,329
16401,car,1356,159,1528,268
16438,car,1706,848,1897,1041
16438,car,967,312,1133,527
16438,car,1146,322,1309,552
16438,car,1303,360,1499,586
16438,car,1453,367,1656,599
16438,car,1482,256,1636,419
16438,car,1351,240,1508,408
16438,car,457,738,627,1031
16438,car,644,189,746,325
16438,car,963,688,1260,1038
16438,car,821,289,956,520
16438,car,542,182,642,324
16438,car,649,314,781,495
16438,car,521,289,636,439
16438,car,789,191,905,322
16438,car,927,194,1062,344
16438,car,1211,218,1363,385
16438,car,1660,678,1909,903
16438,car,1083,169,1222,329
16438,car,1486,173,1668,290
16487,car,1706,848,1897,1041
16487,car,967,312,1133,527
16487,car,1146,322,1309,552
16487,car,1303,360,1499,586
16487,car,1453,367,1656,599
16487,car,1482,256,1636,419
16487,car,1351,240,1508,408
16487,car,457,738,627,1031
16487,car,644,189,746,325
16487,car,963,688,1260,1038
16487,car,821,289,956,520
16487,car,542,182,642,324
